College,Course,Category,Cutoff Rank,Score
"Anantrao Pawar College of Engineering & Research, Pune",Electronics and Communication(Advanced Communication Technology),EWS,85382,58.8704519
"Anantrao Pawar College of Engineering & Research, Pune",Electronics and Communication(Advanced Communication Technology),EWS,112542,38.8357386
"Anantrao Pawar College of Engineering & Research, Pune",Electronics and Communication(Advanced Communication Technology),EWS,98069,49.6513702
"Anantrao Pawar College of Engineering & Research, Pune",Electronics and Communication(Advanced Communication Technology),EWS,83895,59.9249812
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,41289,82.5401330
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,85795,58.7124464
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,49142,79.2648162
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,46581,80.2375547
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,46491,80.2375547
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,94379,52.7422372
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,77567,64.0952985
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,46943,80.0408747
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,36352,85.1488129
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,51481,78.0675570
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,58185,74.8671904
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,54359,76.7173434
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,37286,84.4494892
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,44289,81.2344165
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,50227,78.4161664
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,72264,67.1534217
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,39838,83.3890161
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,116254,35.1345873
"Anantrao Pawar College of Engineering & Research, Pune",Artificial Intelligence and Data Science,EWS,44582,81.1192722
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Civil Engineering,EWS,137118,10.6046914
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Civil Engineering,EWS,141572,3.2168404
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,84593,59.8623853
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,140353,5.2332748
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,94446,52.7422372
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,95121,52.5521047
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,86966,58.1195238
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,94835,52.5567137
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,99969,49.0455617
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,79725,62.7344336
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,129033,20.9352787
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,82732,60.9799222
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,95337,52.2466614
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,96154,51.4762755
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,93177,53.6496624
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,61067,73.2701208
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,91320,55.2709127
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,73774,66.3914919
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,74380,66.0524144
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,73875,66.3914919
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,95408,52.2466614
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,120153,30.5964599
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,75800,65.0367935
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,126454,24.0591998
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,57015,75.1687111
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Computer Engineering,EWS,75660,65.1075350
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,118373,32.6609746
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,139350,7.2152396
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,133285,15.9127414
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,120648,30.0860456
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,138319,8.7187144
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,121594,29.3464077
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,91367,55.2709127
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,123761,26.9098391
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,115713,35.6213901
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Electrical Engineering,EWS,100193,48.9725355
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,EWS,140112,5.8976072
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,EWS,136452,11.2906846
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,EWS,31806,86.9095112
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,EWS,140540,5.0035420
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,EWS,137128,10.6046914
"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",Mechanical Engineering,EWS,112977,37.7324111
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,136995,10.7415831
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,67096,69.7774101
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,96826,51.0567213
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,133407,15.6886806
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,117643,33.2472877
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,126540,24.0591998
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,116927,34.1365462
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,139098,7.5603439
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,95319,52.5521047
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,128276,21.9114832
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,72117,67.1534217
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Civil Engineering,EWS,111453,39.4392454
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,14704,94.1946157
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,35660,85.2500884
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,113772,36.6068088
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,32331,86.6965956
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,20159,91.8049290
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,16935,93.2167123
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,16726,93.3857089
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,43139,82.0912919
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,57799,75.1338688
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,30819,87.2543136
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,18541,92.5560269
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,88463,56.7405028
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,8376,96.7504598
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,16369,93.4958740
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,57114,75.1687111
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,9382,96.3409192
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,12827,94.9011991
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,13665,94.6161590
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,14617,94.2084790
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,10391,95.9457938
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,28580,88.2793393
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Computer Engineering,EWS,13402,94.7209994
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,39598,83.4053417
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,93909,53.1660451
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,43113,82.0912919
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,41791,82.3346823
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,42561,82.2034564
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,132531,16.3662375
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,87528,58.0840122
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,49199,79.2648162
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,104253,45.8483896
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,41564,82.4443082
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,21047,91.4590348
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,43162,82.0912919
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,43762,81.5104589
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,46129,80.6210251
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,33421,86.1668982
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,25698,89.5231349
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,23559,90.4938272
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,109058,41.1609401
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,29484,88.0318823
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,43975,81.4853713
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,24619,89.9938688
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,84987,59.6839864
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Electronics and Telecommunication Engg,EWS,29105,88.0771545
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,99432,49.4761567
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,132962,15.9315290
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,124745,26.0127532
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,108593,42.2969628
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,116438,34.1818319
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,103960,45.9472716
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,118092,32.8844711
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,90338,55.7163295
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,86319,58.5474069
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,132486,16.9363708
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,126263,24.1305891
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,105932,43.6615489
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,38982,83.6387222
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,92401,54.6296296
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,78146,63.6910141
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,58076,75.0737739
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,50205,78.4161664
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,92861,53.8156961
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,121437,29.3464077
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,67758,69.6572694
"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",Mechanical Engineering,EWS,77023,64.2666767
"Dnyanshree Institute Engineering and Technology, Satara",Civil Engineering,EWS,139329,7.2152396
"Dnyanshree Institute Engineering and Technology, Satara",Civil Engineering,EWS,138610,7.9296955
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,72290,67.1534217
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,141734,2.9730846
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,110651,39.9066862
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,122236,28.6046774
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,97876,50.2663166
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,72118,67.1534217
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,135796,12.4194815
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,94173,52.7523799
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,126058,24.5412844
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,95851,52.2415622
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,85537,58.7429854
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,84655,59.8623853
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,135527,12.8630551
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,109516,41.0926455
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,112900,37.7324111
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,103442,45.9664342
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,139515,6.5686569
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,83552,59.9249812
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,126054,24.5412844
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,87421,58.0840122
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,90224,55.8997381
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,44153,81.2345291
"Dnyanshree Institute Engineering and Technology, Satara",Computer Science and Engineering,EWS,58209,74.8671904
"Dnyanshree Institute Engineering and Technology, Satara",Electrical Engineering,EWS,141166,3.9846484
"Dnyanshree Institute Engineering and Technology, Satara",Electrical Engineering,EWS,126335,24.0591998
"Dnyanshree Institute Engineering and Technology, Satara",Electrical Engineering,EWS,131967,17.5985227
"Dnyanshree Institute Engineering and Technology, Satara",Electrical Engineering,EWS,133531,15.5443322
"Dnyanshree Institute Engineering and Technology, Satara",Electrical Engineering,EWS,128186,21.9114832
"Dnyanshree Institute Engineering and Technology, Satara",Electrical Engineering,EWS,124061,26.7750310
"Dnyanshree Institute Engineering and Technology, Satara",Electrical Engineering,EWS,117645,33.2472877
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,99941,49.0455617
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,126726,23.8907594
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,129125,20.9352787
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,82044,61.2935921
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,118613,32.4663078
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,121119,29.4111028
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,117167,33.8201786
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,99978,49.0455617
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,118953,32.3660798
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,89882,55.8997381
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,121185,29.4111028
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,121835,29.2444305
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,72368,66.9527897
"Dnyanshree Institute Engineering and Technology, Satara",Electronics and Telecommunication Engg,EWS,79289,62.7898492
"Dnyanshree Institute Engineering and Technology, Satara",Mechanical Engineering,EWS,121853,29.2444305
"Dnyanshree Institute Engineering and Technology, Satara",Mechanical Engineering,EWS,134189,14.5915161
"Dnyanshree Institute Engineering and Technology, Satara",Mechanical Engineering,EWS,131393,18.2192293
"Dnyanshree Institute Engineering and Technology, Satara",Mechanical Engineering,EWS,133598,15.5443322
"Dnyanshree Institute Engineering and Technology, Satara",Mechanical Engineering,EWS,132008,17.5985227
"Dnyanshree Institute Engineering and Technology, Satara",Mechanical Engineering,EWS,131770,17.8500207
"Dnyanshree Institute Engineering and Technology, Satara",Mechanical Engineering,EWS,112303,38.9045575
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Science and Engineering,EWS,133846,15.1933187
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Science and Engineering,EWS,135363,13.2248410
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Science and Engineering,EWS,131034,18.7935787
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Science and Engineering,EWS,51617,78.0675570
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Science and Engineering,EWS,123779,26.9098391
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Science and Engineering,EWS,132886,16.2396627
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Engineering,EWS,120041,30.5964599
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Engineering,EWS,140201,5.3729884
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Engineering,EWS,123757,26.9098391
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Engineering,EWS,136365,11.3993838
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Engineering,EWS,131803,17.7025465
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Engineering,EWS,49524,78.8754662
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Computer Engineering,EWS,136418,11.3993838
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Electrical Engineering,EWS,99533,49.2213366
"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",Electrical Engineering,EWS,121102,29.9996237
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,101914,47.3478734
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,137630,9.4916141
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,127060,23.2280676
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,111982,38.9925740
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,130151,19.9324831
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,82549,60.9799222
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,139700,6.3187430
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,136739,11.1190360
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,99233,49.4761567
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,127648,22.8844711
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,142955,0.6600919
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,84275,59.9156802
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,58891,74.1935484
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,91499,55.2709127
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,80374,62.3996115
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,98623,49.6143282
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,141791,2.9457973
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,118686,32.3660798
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,111258,39.4392454
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,115034,36.0298810
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,83719,59.9249812
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,46328,80.4126032
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Civil Engineering,EWS,104675,45.6445719
"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",Computer Engineering,EWS,13014,94.8759338
